x,y,z
15.20083346535863,27.898893940005507,19.354721246271527
16.47063951282332,28.93405942657575,23.079395237130733
17.71698150419856,29.455173904653005,27.22949239073382
18.890800744244004,29.297132856228608,31.721849541389844
19.931433955442465,28.30107434680181,36.410290805767566
20.7683979945784,26.341772045921577,41.08003829209122
21.32573539971272,23.361839915117603,45.45519772816274
21.529345851253208,19.405772234961773,49.22499176955509
21.316988489624066,14.642112627644613,52.090097058632445
20.64950090342612,9.360408284240222,53.822111633551515
19.52059164150753,3.9346670263438996,54.31955350950325
17.961999179991167,-1.2424122063777316,53.63892130007044
16.04155804135428,-5.835250917991188,51.98520919867589
13.853877145419732,-9.624499663757115,49.66269850647899
11.506039464502047,-12.52937830458982,47.00482797803295
9.10249768759286,-14.590787528857119,44.30957400347595
6.733169165947862,-15.929458250091193,41.79971156738744
4.466906424343956,-16.699321591835353,39.61235588868754
2.350283622726025,-17.05104144712647,37.809951288128694
0.4101511157407758,-17.111092711177495,36.40081205263826
-1.3419732669510511,-16.974437808430903,35.359821057524066
-2.9052197210990363,-16.705926599259186,34.644567047524276
-4.285290408915051,-16.34582806102027,34.20594031852081
-5.491344174125572,-15.916427215157503,33.99413409238251
-6.5338524782287655,-15.428104409734607,33.96153633474716
-7.42327767137935,-14.884305376088875,34.06383174301862
-8.169380441850302,-14.285327254518473,34.260252667955434
-8.78097512311712,-13.631050124906924,34.513554460086006
-9.2659826232961,-12.922786026887017,34.79001708312322
-9.631662963655192,-12.164396363577113,35.05959043521341
-9.884936303647384,-11.362796442607149,35.296184817609145
-10.03272231754336,-10.527945256364022,35.47804075918834
-10.082244611425427,-9.672414739638304,35.58808092545477
-10.041261624246715,-8.810641712024657,35.61414332105479
-9.918199633024509,-7.957979243592191,35.549013703761666
-9.722177594081277,-7.1296732016928095,35.39020977641647
-9.462927154842431,-6.339887150637516,35.13951237222564
-9.15062315442194,-5.600881424136466,34.802280480022425
-8.795648981393391,-4.922421557261445,34.38661921206898
-8.408326238980196,-4.311452734017011,33.90248699924425
-7.998638888483878,-3.7720378435669915,33.36082868248999
-7.5759787839921895,-3.3055241373886792,32.77280706737186
-7.148933319331839,-2.9108820451898207,32.149182110233355
-6.725128191917637,-2.585150962379694,31.499860439768455
-6.311130468963843,-2.3239293516432564,30.833613878014457
-5.912410357231785,-2.1218569892986654,30.15794760927656
-5.533355020438473,-1.9730517014511757,29.479088038938098
-5.177324688539744,-1.8714779921773776,28.802056716317715
-4.846740018903507,-1.8112381318655957,28.13079835582311
-4.543189830199716,-1.7867862942911932,27.468335967048077
-4.267549476608863,-1.7930729376241827,26.816932540016545
-4.020101822710395,-1.8256301974443947,26.1782452239391
-3.8006546601837954,-1.8806102924276886,25.553463616660057
-3.6086502234081848,-1.9547885885699134,24.94342824472278
-3.4432640599243576,-2.045541686159657,24.34872849620461
-3.3034918225478878,-2.150809188718507,23.76978130892114
-3.1882235591649497,-2.2690460253670044,23.206893047080136
-3.096305805785155,-2.3991705302022988,22.660307469463557
-3.0265922782268695,-2.540512034734352,22.130242725670303
-2.977984253877618,-2.692760534802531,21.61692009324737
-2.9494618819701093,-2.855920043990025,21.120586819081513
-2.940107698172101,-3.030266513024543,20.64153504169364
-2.949123579657345,-3.2163106426007593,20.180118401156236
-2.9758422859516864,-3.4147655083075388,19.736767618953365
-3.019734608187272,-3.6265186166061016,19.312006062518186
-3.080413009029155,-3.852607790127391,18.906466098568835
-3.1576324871389785,-4.094200113506279,18.52090687927396
-3.2512892497757084,-4.352573036237418,18.156234085676278
-3.3614176284218793,-4.629096608820537,17.813522061827115
-3.488185526461745,-4.925215707861381,17.49403869788376
-3.6318885446017086,-5.242430972338857,17.199273347279842
-3.7929427873754236,-5.582277016649355,16.930967977050916
-3.971876210302817,-5.946296298229585,16.691151634577285
-4.169318219095493,-6.336006793132733,16.482178148546605
-4.385987076499218,-6.752861370097014,16.30676674291408
-4.622674505858997,-7.19819645587674,16.168044900866924
-4.880226700860772,-7.673167263230281,16.069592335808263
-5.159520757097723,-8.178666530947403,16.01548426579413
-5.461435334482691,-8.715223442581923,16.010331297743434
-5.786814145292614,-9.282879211148556,16.059312054604906
-6.1364206518782085,-9.881035838106444,16.168193169389767
-6.5108821705010325,-10.508274917569281,16.343329381351193
-6.910621445207857,-11.162144257377227,16.591634184785807
-7.335773726424794,-11.83891178937741,16.92050883587292
-7.786087532720055,-12.533289073323227,17.337714645759945
-8.260807686780373,-13.238131053259515,17.851170654135313
-8.758540023428287,-13.944125017448332,18.468656480423245
-9.277098522830292,-14.639490304206417,19.197399182660448
-9.813337700967905,-15.309721351560407,20.04352448522031
-10.362976066027155,-15.937419949404958,21.011358344505293
-10.920420454364935,-16.50227701201023,22.10257643235641
-11.478606110129464,-16.981277691451616,23.315218753160995
-12.028873268261679,-17.34921250098296,24.642615847683206
-12.560907191533808,-17.579575860784022,26.07231206781015
-13.06277405845883,-17.645915194280946,27.585117713500015
-13.521088172041042,-17.523651178032196,29.154468656457148
-13.921344472640158,-17.192317941293727,30.746307304132078
-14.248441819505514,-16.638071861795286,32.31970509176989
-14.48740482373449,-15.856200476402282,33.8284045460878
-14.62428438900127,-14.853253910281575,35.223352949522955
-14.6471813411293,-13.64835769341921,36.45612821921921
-14.547298976358292,-12.273289681777573,37.48294298105372
-14.319898046900219,-10.77104471774833,38.26870503599173
-13.96501271398503,-9.192866178679923,38.79048129484942
-13.48779806045452,-7.594045432167225,39.03972408934807
-12.89842279762579,-6.029089286242933,39.02280416039504
-12.211489446487503,-4.547030508618466,38.759723400423276
-11.4450435527006,-3.1876377160183464,38.2812617280225
-10.619302969032375,-1.9790664563188496,37.62512700263675
-9.755279317761023,-0.9371543941915197,36.83182792843142
-8.873466825404073,-0.06621336696709212,35.94094510637221
-7.992741479560374,0.6390858963400652,34.98827552153707
-7.12955874197033,1.1912498336925221,34.004057729850885
-6.297477884404045,1.607400158107126,33.01223865353903
-5.506990080152928,1.906970777246226,32.03057657917847
-4.765593994413012,2.1098645218620895,31.071304410277417
-4.078048142785502,2.235131775169791,30.142085144711206
-3.446730150989973,2.3001357208788726,29.24704598405564
-2.8720435638030883,2.320116673599239,28.387747796255653
-2.3528275400628553,2.3080517924893953,27.564011800932686
-1.8867396068076303,2.2747132241454215,26.774575127989205
-1.4705943237123251,2.228845515492068,26.01757929398449
-1.1006503397918856,2.1774036939623853,25.29091317857878
-0.7728449364164585,2.1258120837175314,24.592438922949846
-0.4829792344030595,2.0782187996410757,23.920129345828034
-0.22685943099864597,2.0377316835945103,23.272142130927072
-0.00040031953933036823,2.0066287752983616,22.646851313792567
0.20030258994443886,1.9865410578452176,22.042851756326648
0.37892643673451676,1.9786079694856729,21.45894799317459
0.5388945900096324,1.9836076650852312,20.89413531887234
0.6833658975171922,2.0020647087743813,20.347578284312174
0.8152357786429112,2.034338102025848,19.81858979893556
0.9371460109812049,2.080692504162208,19.30661266106423
1.0515006602993051,2.1413553117865676,18.811204428197186
1.1604861254480314,2.2165620047797616,18.332025971339956
1.2660937133812045,2.306591881946483,17.86883373321174
1.3701435302377323,2.4117960223230215,17.42147555235767
1.4743087794462613,2.5326190304137794,16.989889866538682
1.580139804543013,2.6696158604339644,16.574108128513412
1.6890874101321083,2.823464767315029,16.17426032756507
1.8025251458504004,2.994977199603975,15.790583592543141
1.9217703512257578,3.1851052285139296,15.423433945265364
2.048103838954575,3.3949468938710035,15.073301369882058
2.1827881444462176,3.6257496358258274,14.740828460011144
2.3270842935841785,3.8789117638942328,14.426832998180755
2.482267040615184,4.155981683696576,14.132334908538846
2.649638504923323,4.458654346727848,13.858588100076519
2.8305400891037755,4.788764098100751,13.607117777819816
3.026362490003473,5.148272758396044,13.379763834254712
3.2385535168427304,5.539251374082121,13.178730928438304
3.4686233025666695,5.963853591099085,13.00664579475895
3.718146331419911,6.424278032987445,12.866622166804552
3.9887595015766646,6.922716385382441,12.762333411619613
4.282155189957242,7.461283095391212,12.698092487120865
4.600067980500639,8.04192169116251,12.67893808179605
4.944253351566826,8.666281737822862,12.710724667886652
5.316456190192429,9.335559428482927,12.800212566272645
5.718366514021479,10.050293874114587,12.955151824254827
6.15155925003079,10.810110495540624,13.184350564560072
6.617414374581773,11.613402843883156,13.497714287130233
7.117013221511911,12.456945154850688,13.906237236261681
7.651006414845789,13.33543066260596,14.421920322837794
8.219448839621805,14.240936103092453,15.057582363271004
8.821597565968869,15.162322138322658,15.826523098919482
9.455670023204247,16.084594058938933,16.74198876856993
10.118562426777716,16.988268511568844,17.816386066897348
10.805533035256829,17.848821159576183,19.06019160506491
11.509861847688764,18.636326897383796,20.480516561759746
12.222508352658268,19.31544578381125,22.079316664430152
12.931802095773566,19.845947341197608,23.85129326326931
13.62321662031597,20.18399041251367,25.781617906133025
14.27929399953574,20.284365506502333,27.843730893097003
14.8798011502324,20.103835976642436,29.997602776791993
15.402204632873403,19.60555829591784,32.188977527628225
15.822539999177847,18.764307822128284,34.350185705120936
16.116716781472892,17.571904070692167,36.403056363090464
16.26223551039482,16.041888234958417,38.26420086207241
16.24020078285118,14.212280835158642,39.85246427016419
16.037408788081926,12.145294031616695,41.09770199153135
15.648197312435403,9.923309081073898,41.949416731782094
15.075708489299252,7.641243736140018,42.38344477247473
14.332262013983328,5.396425094160975,42.40504993101014
13.438678322001094,3.277891343861867,42.047537033233596
12.422599624187171,1.3573091163630093,41.36663449400357
11.316070573404755,-0.31674746121918096,40.43199942923687
10.152788769942362,-1.7203938157047094,39.31783463820809
8.965470511377655,-2.8522657216963,38.09456003828743
7.783696888070259,-3.72876786796531,36.82285907988149
6.632450412466702,-4.378224796925217,35.55055743971887
5.53138289152751,-4.835229527010134,34.31204048419919
4.494721649673746,-5.136020359189317,33.12948330566247
3.5316474487874396,-5.315216152253435,32.015070166884314
2.6469610886833523,-5.403862113846697,30.973513549894914
1.8418787684303475,-5.428531239340675,30.004411816079593
1.1148377676532453,-5.411164762619547,29.104207188609724
0.46223751462596596,-5.369363233765116,28.267672274445875
-0.12092256021314218,-5.316906883096205,27.488954243723406
-0.6405209925014486,-5.264355783877594,26.762253173970493
-1.102904471639063,-5.219640254293558,26.0822231857364
-1.5145780499045125,-5.188595097991192,25.444177939140886
-1.8819797547131805,-5.17541906693967,24.844167035956595
-2.211323685935829,-5.183057013746135,24.278973440169004
-2.50849701871686,-5.213510385286179,23.746067385920224
-2.778998355373792,-5.2680850542357325,23.24354052132313
-3.027907025259986,-5.347586134379826,22.770035292636347
-3.25987493617197,-5.45246874182891,22.324678387626452
-3.4791343167376643,-5.582952441199537,21.90702287694595
-3.6895161291838514,-5.73910577478669,21.517000991086718
-3.8944750937441355,-5.920906011127508,21.154887807886112
-4.097118185482473,-6.128278140476952,20.82127515997715
-4.300234180981921,-6.361116199978506,20.51705454961099
-4.506322382881579,-6.61928921598058,20.24340759789632
-4.717619066191479,-6.902633383385664,20.001802428787823
-4.936120497910897,-7.210931543122977,19.79399430657595
-5.163601602432105,-7.543880556784587,19.622028748409985
-5.401629497867353,-7.901046809015144,19.488245179005585
-5.6515712289821325,-8.281809800121973,19.395278955157575
-5.914595086096116,-8.685293641025238,19.346059245326238
-6.191664941589028,-9.110286259244589,19.343799796158486
-6.483527073354584,-9.555146309947157,19.39197905598699
-6.7906889970138415,-10.017698215232802,19.494305472467882
-7.113389918835738,-10.495116495481206,19.65466307597303
-7.451562576500285,-10.983801685973004,19.877031770496455
-7.804786487447557,-11.479251729803968,20.165376189086285
-8.172233011683199,-11.97593487304247,20.523496693991184
-8.552603197819126,-12.467172795605284,20.9548363403149
-8.944060157597741,-12.945045960099051,21.462238674313273
-9.344158737847872,-13.40033680642764,22.047653466969273
-9.749776544705849,-13.82253014703654,22.711791291604055
-10.157051904938918,-14.199893377852455,23.453733620017637
-10.56133605223027,-14.519661080025527,24.270513085206225
-10.957168555009796,-14.768348115320597,25.156688701530157
-11.338286511040875,-14.932211045684369,26.10395260964664
-11.697678964505224,-14.997868220730902,27.10081706434035
-12.027697890127792,-14.953073071640672,28.132440749215046
-12.32023540827908,-14.787612767725257,29.180659008780474
-12.566973144223699,-14.494276670797195,30.224279537264785
-12.759703496881048,-14.069809291988694,31.2396898586745
-12.890714076391813,-13.515736378883416,32.20179327837803
-12.953216306640973,-12.83893785749782,33.08524638356442
-12.941788461726658,-12.051845515134104,33.86591825467166
-12.852794167067403,-11.172172328125349,34.522438567122315
-12.684731983173197,-10.222135001138444,35.037661443861175
-12.438472284969722,-9.227205159090152,35.39985744100595
-12.117345572381765,-8.214503890572455,35.60346659944504
-11.727061404200834,-7.211020528331351,35.64930196871525
-11.275457316613885,-6.241871984184057,35.544175890436556
-10.772098783370902,-5.328812931925767,35.300012330772965
-10.227770198226388,-4.489160263137389,34.932585994919336
-9.653909204717488,-3.735219696151239,34.460074921978624
-9.062040253860863,-3.074217731665186,33.90161944187262
-8.463258001641295,-2.508668424896359,33.276050099692704
-7.8677990439668015,-2.0370560084145493,32.60089292473859
-7.284724740411576,-1.654696438783885,31.89169858359092
-6.7217219102488075,-1.3546499448549516,31.161687063221347
-6.185014713709422,-1.1285836333443506,30.421660671395724
-5.679371605672915,-0.9675177281689672,29.680118045068465
-5.2081862179225205,-0.8624224036938722,28.94349822393997
-4.773609836499656,-0.8046590351913483,28.21649169107695
-4.376714756368825,-0.7862779761789811,27.502369140530107
-4.01767107834984,-0.8001950796758551,26.803294099761672
-3.6959234784824417,-0.840272835725878,26.120599452407543
-3.4103584142067853,-0.9013313134618164,25.455018906030737
-3.1594557041322884,-0.9791109772053509,24.806872180095425
-2.9414212314395947,-1.0702053264795075,24.17620747667138
-2.754299640943586,-1.1719771183421004,23.56290726996162
-2.596067388683437,-1.2824681762904604,22.96676429463418
-2.4647074674441396,-1.4003096852701287,22.38753442899121
-2.3582676892267385,-1.5246374464538124,21.82497242315021
-2.274904664949446,-1.6550147521349636,21.278855440902365
-2.2129156736679976,-1.791364235726522,20.748998374095418
-2.17076052987385,-1.9339091448468206,20.235263967403167
-2.147075391371147,-2.083123878442857,19.73757001379248
-2.1406802400783183,-2.239693240621561,19.25589526169046
-2.1505815401326425,-2.4044796305200897,18.79028520570153
-2.175971349171387,-2.5784972604799368,18.340858594335685
-2.216223940302242,-2.7628924374383432,17.907815257251965
-2.2708907900158524,-2.958928927432272,17.491445707984365
-2.3396946037574944,-3.167977429739148,17.092142895448596
-2.42252288635566,-3.3915081995025242,16.710416441398845
-2.519421417670346,-3.631085862988858,16.346909697232316
-2.6305878622021974,-3.8883654572673647,16.00241997053327
-2.756365621708714,-4.165088686707838,15.677922299676087
-2.8972379282086265,-4.463079313452724,15.37459718461782
-3.0538220667330362,-4.784236479274568,15.093862704339447
-3.2268635079871895,-5.130524583179567,14.837411455343492
-3.417229615506427,-5.503958103801795,14.607252717372415
-3.625902464335964,-5.906579449235659,14.405760173748273
-3.8539701628259335,-6.340427531611105,14.235725359722204
-4.102615899704451,-6.807494294060717,14.100416749642307
-4.3731037391400776,-7.309665863541942,14.003643978208954
-4.666759951580264,-7.848644373438824,13.94982606450732
-4.98494839376612,-8.425845820053377,13.944061595728511
-5.329038136394846,-9.04226863756533,13.992197538838393
-5.700361186511895,-9.698327086415835,14.100891574568701
-6.1001577765022885,-10.393643197506167,14.277660469249971
-6.529506318602676,-11.1267911275342,14.530903898309647
-6.989234799495828,-11.894988697277396,14.869889221071796
-7.479810189273985,-12.693733082077825,15.304677964972019
-8.001202478554369,-13.516381742394216,15.845969344118714
-8.552720404938354,-14.353686527052906,16.504830412694385
-9.13281701714981,-15.193299376658132,17.292277262047968
-9.738865253100641,-16.019283107252452,18.218668458407098
-10.366907038515823,-16.811680974974692,19.29287296694941
-11.01138443216171,-17.54622393046678,20.521183383208346
-11.664868381992218,-18.194282939813434,21.90596559268983
-12.31780983777434,-18.72320120318135,23.444072648309294
-12.95834897431504,-19.097159658677946,25.125107550530643
-13.57223004275133,-19.27872665832964,26.92969752491159
-14.142879704309161,-19.231203305818603,28.828035623303922
-14.651712064460105,-18.921783190647716,30.779037862463458
-15.078719177078867,-18.325388732970765,32.730526113226674
-15.403386132668057,-17.428832097429222,34.62083688693963
-15.605930729144173,-16.2347107055455,36.382129473546364
-15.668808726784306,-14.764254279221221,37.945395787271266
-15.578353282027997,-13.058286693399811,39.24677484457198
-15.326346623165179,-11.175641508344135,40.23432939314512
-14.911276111683074,-9.188809363447492,40.874097383161086
-14.339029436859516,-7.177229062122902,41.15415394151202
-13.622849399385855,-5.219278765658448,41.085717643860534
-12.782492336013114,-3.38443837054988,40.70097604027855
-11.842686939466791,-1.727092697896914,40.04809658461694
-10.831127515309802,-0.28300341023716946,39.18454803007153
-9.776315104802539,0.9312392830133205,38.17014859434499
-8.705559666020953,1.9161926633929993,37.06110984464672
-7.643384433079557,2.6858510606884884,35.9058747494624
-6.6104608837027525,3.2632689499807803,34.74297514802587
-5.623087900334399,3.6763779950390205,33.600662883359526
-4.693141310797057,3.9545444120213396,32.49780723805073
-3.8283727385152178,4.126087417470106,31.44549836155753
-3.0329267229166854,4.216733063275262,30.44888491439706
-2.3079607442974908,4.248838617624733,29.50892272981995
-1.6522808081052682,4.241175575714512,28.623858233232323
-1.06293516972329,4.209071709814849,27.790383804076438
-0.5357344817694761,4.1647529084487935,27.004474564499223
-0.0656857427476491,4.117772006331542,26.261953210452972
0.35266003216027003,4.075452637325211,25.558842129203178
0.7249392926767642,4.043307099084194,24.891560302198798
1.0567760733175071,4.025408328851875,24.257013910824007
1.353639298870944,4.024709226981371,23.652618901894968
1.6207462916819868,4.043309993727195,23.076283601543135
1.8630026618865076,4.08267784473085,22.52637091467452
2.084970180170942,4.143824921844949,22.001652999303737
2.2908556543383427,4.227450418894195,21.501266427751265
2.4845151307939277,4.334052520205497,21.024672439078728
2.6694688697350846,4.46401506367697,20.571624615769558
2.848923489129273,4.617673081449296,20.142144879732125
3.0257984483612756,4.795360630897862,19.736507848858277
3.2027546666149345,4.997443641878585,19.355233132092263
3.3822235641412997,5.224339879739696,18.99908492391108
3.566435195701139,5.476527551634125,18.669078183473758
3.7574444312944375,5.754543555865732,18.366490674424263
3.957154343751567,6.0589718799991505,18.092880144523658
4.167336097376325,6.390422184900815,17.850105900005286
4.389644706128775,6.749498163726356,17.640353946138262
4.625630051888533,7.136754836666113,17.46616469522903
4.876742530366291,7.552643539773382,17.330461959261708
5.144332631307,7.997443003801942,17.236581518479287
5.429643668556494,8.47117462295292,17.188296959496206
5.7337967639961365,8.973499826325236,17.18983967615397
6.057767070229047,9.503597450893462,17.24590889464998
6.402350108295488,10.060019266066853,17.361666301297014
6.768117024072625,10.64052244248593,17.542708315417002
7.155357565913955,11.241878956822262,17.79500729552499
7.564009705004786,11.85966388483466,18.12481108744121
7.993575122987773,12.488027493719818,18.538488502968992
8.443020360060977,13.119460248067918,19.04230687368467
8.91066434886167,13.744565500033826,19.64212724923798
9.394054463978886,14.351861832558862,20.343003813418257
9.889835200836885,14.92764560630555,21.14867761885997
10.393616241383752,15.455953642815297,22.06096193659356
10.899849981526906,15.918674931127319,23.079028589825004
11.401732476486947,16.29586668315895,24.19862258387418
11.891145897154146,16.56633089973562,25.411256443501006
12.358664397412294,16.708498863944733,26.703464811245727
12.793647844065537,16.701648308077782,28.05623070517018
13.184447890466762,16.527437866597296,29.444721100953092
13.518746888079816,16.171684987213585,30.838481822341464
13.784040697993193,15.62624096431495,32.202228673098624
13.968260724625368,14.890741644149148,33.49732264847474
14.060508816577746,13.973953867294824,34.68392667012504
14.051853321649453,12.894420229875353,35.7237153613683
13.936110012472042,11.68015087401542,36.582868890059785
13.71051409862638,10.367231314530295,37.234962452187396
13.376185820216772,8.997398172374988,37.66330671460344
12.938307055432594,7.614842328128397,37.86233502304663
12.405960582702175,6.262674716729871,37.83777823018228
11.791631996104945,4.979577080112502,37.60558964156368
11.1104265045057,3.797125527722212,37.18982197007243
10.379096406827351,2.7381258565651745,36.619846259172
9.614999351801133,1.8160824446397599,35.927387681833046
8.835107661084995,1.035703345970352,35.14382056763885
8.05516722957353,0.39418207424502294,34.29804037876586
7.28906871404068,-0.11707743119308367,33.415063667133616
6.548454099517304,-0.5106143684875732,32.51535006472287
5.842547252716816,-0.8011938512235993,31.614728330950758
5.178173142322774,-1.0043741235045032,30.724753397020702
4.5599184157400465,-1.1354228308685115,29.85331599281041
3.9903842910791907,-1.2085782998178436,29.005353700520864
3.470488031989487,-1.236609992955033,28.18355399870665
2.999778229495035,-1.230614112582835,27.38898221175325
2.576738995287248,-1.1999787928668386,26.62160236192744
2.199067216471839,-1.1524612954878362,25.88068390544386
1.8639143652758714,-1.0943314970841624,25.165102667154073
1.568089779039868,-1.0305481234855831,24.473551977043183
1.3082259887873229,-0.9649447712395879,23.80468242602298
1.0809089127846319,-0.9004110887122628,23.157187887446145
0.8827769126349424,-0.8390605900711319,22.529853062778365
0.7105931623643349,-0.7823807899214206,21.921574848421898
0.5612957671357593,-0.7313641085156584,21.331366902817653
0.4320297795706176,-0.686619712130203,20.758354231736057
0.32016483040053556,-0.6484674487589853,20.20176252274685
0.22330160248458347,-0.6170155604781169,19.66090535155767
0.13926988618831343,-0.5922240728906578,19.1351712001975
0.06612049028041629,-0.5739557951814774,18.624011394495938
0.002112861734226909,-0.5620167875950675,18.126929508218964
-0.05430010319870252,-0.5561880153907027,17.64347242359712
-0.10448889441790254,-0.5562497403985845,17.17322302472612
-0.14966497901597076,-0.5620000225571544,16.71579438586062
-0.19089848337008913,-0.5732685262961036,16.270825266805545
-0.2291354876626906,-0.5899266577106385,15.837976717862178
-0.26521460466748537,-0.6118949024907085,15.41692961012079
-0.2998826344498077,-0.639148093855351,15.007382932065491
-0.333809180390362,-0.6717192152640948,14.609052723409194
-0.3676001838777353,-0.7097022344619471,14.221671547682869
-0.4018103889361565,-0.7532543728433237,13.844988434225034
-0.4369547873268732,-0.8025981361412888,13.478769247009453
-0.47351912220831477,-0.8580233677338502,13.122797462170576
-0.5119695467608684,-0.9198895329227947,12.776875358573722
-0.552761545377061,-0.988628399823119,12.440825647032966
-0.5963482308216668,-1.0647472484262597,12.114493584647496
-0.643188132582126,-1.1488327124070141,11.79774964212366
-0.6937525905646148,-1.2415553367960497,11.490492814837646
-0.7485328651877583,-1.3436749172146043,11.192654693778241
-0.8080470703904429,-1.4560466714251201,10.904204441451812
-0.8728470304939107,-1.579628279881657,10.62515485147026
-0.9435251554326853,-1.7154878170146977,10.355569710115336
-1.0207214215908866,-1.8648125771623967,10.095572725038478
-1.1051305371480376,-2.0289187759994665,9.84535834190932
-1.1975093610331804,-2.2092620771128306,9.605204835898098
-1.2986846326411454,-2.4074488503747014,9.375490143107879
-1.409561054414501,-2.6252480092871475,9.156710989249703
-1.5311297499017655,-2.8646031924605797,8.949505980687118
-1.664477094157647,-3.12764494196893,8.754683447878591
-1.8107938789387754,-3.416702378257432,8.573254973969322
-1.9713847288706412,-3.734313664283264,8.4064757013406
-2.1476776224119036,-4.083234273511762,8.255892683691656
-2.3412332875218893,-4.46644170535399,8.123402734580464
-2.5537541293050996,-4.887134799905118,8.011321403622711
-2.7870921963651014,-5.348725156954576,7.922464868545377
-3.043255492424049,-5.854817320256264,7.86024663195577
-3.3244116752072705,-6.4091732975873645,7.828790903951602
-3.63288783744528,-7.015655594830995,7.833064355932474
-3.9711646131838516,-7.678141191081431,7.879027428381419
-4.34186227097361,-8.400396721763162,7.973805392797005
-4.747715716052565,-9.18590254250743,8.125877658845448
-5.191534398698051,-10.037610346900864,8.345281040355937
-5.676141993518333,-10.957615739189205,8.643818388976278
-6.20428936808542,-11.946723934562304,9.035257581002774
-6.778532824733109,-13.00388419280331,9.535496584223996
-7.401067961540129,-14.12546777583762,10.162657448822195
-8.073507942969878,-15.304366942824629,10.9370548446373
-8.796593842955353,-16.528901505819185,11.880962872681026
-9.569824609241737,-17.78153871824642,13.01807792503567
-10.390996020142206,-19.03746699673131,14.372547854935561
-11.255643117801116,-20.263120336804427,15.967414441610666
-12.156390839701446,-21.414834021732762,17.822308008094197
-13.082235157904577,-22.4379256985125,19.950257974873516
-14.01780421196537,-23.266632622859092,22.353566799118948
-14.942687053054742,-23.825472247689415,25.018868180376096
-15.83096557251821,-24.03267872365796,27.911780722890104
-16.651136887632184,-23.80631789980897,30.971978625906825
-17.366654988849863,-23.073386491539964,34.109978537355964
-17.937328139118872,-21.781553734149178,37.207340835994316
-18.3217506986219,-19.912187258168295,40.12204982299119
-18.480794354576542,-17.49209363745543,42.70025606229636
-18.381924282864432,-14.600448608611714,44.794118086563024
-18.00377671543916,-11.367362051878741,46.283302365387925
-17.34013524908312,-7.962003497286906,47.09548117355884
-16.4023220739035,-4.5712012003557305,47.2200668656263
-15.219209986548721,-1.3729519182325376,46.71049082584854
-13.834584179717103,1.4883664892496111,45.67367447097332
-12.302289112820432,3.91856219669309,44.24964825797452
-10.68020398186908,5.878455283238574,42.58743728843147
